"StartDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","UserLanguage","QID46","A1_1","A1_2","A1_3","A1_4","A1_5","A1_6","A1_7","A1_8","A1_8_TEXT","A2_1","A2_2","A2_3","A2_4","A3","B1","B5","C1_1","C1_2","C1_3","C1_4","C1_5","C1_6","C1_7","C1_7_TEXT","C2_1","C2_2","C2_3","C2_4","C2_5","C2_6","C2_7","C2_7_TEXT","C4","C5","C5_8_TEXT","C5_T_First Click","C5_T_Last Click","C5_T_Page Submit","C5_T_Click Count","C5-1","C5-1_6_TEXT","C5-2","C5-2_6_TEXT","C5-3","C5-3_6_TEXT","C5-4","C5-4_6_TEXT","C5-5","C5-5_6_TEXT","C5-6","C5-6_6_TEXT","D1_1","D1_2","D1_3","D1_4","D1_5","D1_6","D1_7","D1_6_TEXT","D2_1","D2_2","D2_3","D2_4","D2_5","D2_6","D2_10","D2_6_TEXT","E1a","E1_T_First Click","E1_T_Last Click","E1_T_Page Submit","E1_T_Click Count","E1","E2","E3_1","F1","F2_1","F3","F4","F5_1","F5_2","F6","F7","F8","C7_1","C7_2","C7_3","C7_4","C7_5","C7_6","C8_1","C8_2","C8_3","C8_4","C8_5","C8_6","D3-1","D3-1_6_TEXT","D3-2","D3-2_6_TEXT","D3-3","D3-3_6_TEXT","D3-4","D3-4_6_TEXT","D3-5","D3-5_6_TEXT","D3-6","D3-6_6_TEXT","Q114","Q114_6_TEXT","Q115","Q115_6_TEXT","Q116","Q116_6_TEXT","Q117","Q117_6_TEXT","Q118","Q118_6_TEXT","Q119","Q119_6_TEXT","opp","rid","RISN","PID","psid","rnid","study","K2","med","Q_Language","EmbeddedDataBid","AccessCode","WTPQuestion","gc","ExternalDataReference"
2021-04-05 22:32:26,0,100,234,1,2021-04-05 22:36:21,"R_1OJFp8hVnojgwAA","EN",1,-99,-99,1,-99,1,-99,-99,-99,"-99",1,3,3,3,10,2,1,-99,1,-99,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,8.249,18.344,19,6,1,"-99",1,"-99",1,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,NA,"-99",-99,1,-99,-99,-99,-99,NA,"-99",NA,6.892,16.228,22.749,3,1,2,4,2,49,4,2,4,3,6,7,"The issue with raising federal taxes to pay for a new warning system is not the best approach for funding. A more level approach to taxation would be best ie sales tax, flat tax but that is a larger issue.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",32,182749,1,1,182749
2021-04-05 22:37:09,0,100,189,1,2021-04-05 22:40:20,"R_Tvfiz44o2GVYIs9","EN",1,1,1,1,-99,1,-99,-99,-99,"-99",4,4,4,4,15,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,13.224,28.191,28.944,6,1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,NA,"-99",-99,-99,1,-99,-99,-99,NA,"-99",NA,6.427,16.666,21.858,3,2,1,2,1,37,3,2,4,4,5,9,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",96,593971,1,1,593971
2021-04-05 22:41:27,0,100,397,1,2021-04-05 22:48:05,"R_27B8fu79NoGYSsj","EN",1,-99,-99,1,-99,-99,1,-99,-99,"-99",-99,-99,3,-99,-99,1,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,11.482,21.226,27.515,6,2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,NA,"-99",-99,-99,1,-99,-99,-99,NA,"-99",NA,82.338,93.218,93.22,3,-99,1,3,1,14,1,2,3,3,2,2,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",32,870999,0,1,870999
2021-04-06 00:04:36,0,100,161,1,2021-04-06 00:07:18,"R_1OTC6hZ9kctjNFE","EN",1,-99,-99,-99,-99,1,-99,-99,-99,"-99",4,2,4,3,7.5,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,6.827,15.042,17.433,6,2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,1,-99,-99,-99,-99,NA,"-99",-99,1,-99,-99,-99,-99,NA,"-99",NA,9.032,15.288,19.344,3,1,2,2,2,21,1,2,4,4,4,3,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",96,733203,0,1,733203
2021-04-06 00:07:50,0,100,123,1,2021-04-06 00:09:54,"R_yrOrkwKfl4fT0B3","EN",1,1,1,1,-99,-99,-99,-99,1,"Local sirens",4,4,4,4,5,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,6.691,14.69,16.954,6,1,"-99",1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,1,-99,-99,-99,-99,NA,"-99",-99,1,-99,-99,-99,-99,NA,"-99",NA,7.885,23.157,23.161,3,1,1,-99,1,41,4,2,4,4,5,9,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",4,238934,0,1,238934
2021-04-06 00:10:48,0,100,127,1,2021-04-06 00:12:56,"R_1LOPQ5zBii5a7VC","EN",1,-99,-99,1,-99,1,-99,-99,1,"Sirens in our community",4,4,4,4,10,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,3.901,12.337,15.187,6,1,"-99",1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,NA,"-99",-99,-99,1,-99,-99,-99,NA,"-99",NA,11.219,14.522,17.73,3,1,1,1,1,23,2,2,4,4,4,4,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",96,999307,1,1,999307
2021-04-06 00:13:32,0,100,133,1,2021-04-06 00:15:46,"R_CmlPBf3BbSzgzYJ","EN",1,-99,1,1,-99,1,-99,-99,-99,"-99",2,4,4,4,2,2,1,-99,1,-99,-99,-99,-99,-99,"-99",-99,-99,-99,-99,-99,-99,1,"Sometimes can't hear the siren",NA,NA,NA,3.923,11.098,13.012,6,1,"-99",1,"-99",1,"-99",2,"-99",2,"-99",2,"-99",-99,1,-99,-99,-99,-99,NA,"-99",-99,1,-99,-99,-99,-99,NA,"-99",NA,6.153,16.577,19.896,3,2,1,1,2,33,2,2,4,4,4,6,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",32,571876,1,1,571876
2021-04-06 00:16:42,0,100,119,1,2021-04-06 00:18:41,"R_12SgQxYxbqnRdP6","EN",1,-99,1,1,-99,1,-99,-99,-99,"-99",2,4,4,4,12.5,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,7.326,13.757,14.86,6,1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,NA,"-99",-99,1,-99,-99,-99,-99,NA,"-99",NA,6.977,12.344,13.304,3,1,1,3,1,20,2,2,4,4,4,5,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",96,693345,0,1,693345
2021-04-06 00:19:25,0,100,99,1,2021-04-06 00:21:05,"R_2VJycKAUq2D6MTS","EN",1,-99,1,1,-99,1,-99,-99,-99,"-99",1,3,3,3,10,2,1,-99,1,-99,-99,-99,-99,-99,"-99",-99,1,-99,-99,-99,-99,-99,"-99",NA,NA,NA,3.147,11.153,13.578,6,1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,NA,"-99",1,-99,-99,-99,-99,-99,NA,"-99",NA,6.209,9.969,10.639,3,1,1,3,2,27,1,2,4,4,4,4,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",96,771201,1,1,771201
2021-04-06 00:22:01,0,100,170,1,2021-04-06 00:24:52,"R_1P5CXcEHlsEceNf","EN",1,-99,1,1,-99,-99,-99,-99,-99,"-99",2,3,3,3,60,1,3,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,47.152,77.999,96.327,6,2,"-99",2,"-99",4,"-99",4,"-99",4,"-99",4,"-99",-99,-99,1,-99,-99,-99,NA,"-99",-99,-99,1,-99,-99,-99,NA,"-99",NA,4.29,9.641,10.312,3,1,2,3,2,26,1,2,4,4,3,9,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",240,640762,1,1,640762
2021-04-06 00:25:34,0,100,177,1,2021-04-06 00:28:32,"R_7X1waykQlk0YTMl","EN",1,-99,-99,1,1,1,-99,-99,1,"email",3,4,4,4,10,1,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,5.54,30.179,31.028,6,1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,NA,"-99",-99,-99,1,-99,-99,-99,NA,"-99",NA,5.676,10.556,11.106,5,2,1,3,1,27,1,2,4,4,6,5,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",16,888185,1,1,888185
2021-04-06 00:29:35,0,100,612,1,2021-04-06 00:39:47,"R_eMcB3grJXlFwtbz","EN",1,-99,-99,1,-99,1,-99,-99,-99,"-99",1,4,3,2,-99,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,-99,-99,-99,1,-99,"-99",NA,NA,NA,7.171,36.842,58.979,7,-99,"-99",3,"-99",-99,"-99",-99,"-99",2,"-99",3,"-99",-99,1,-99,-99,-99,-99,NA,"-99",-99,-99,-99,-99,-99,1,NA,"I would never learn about a warning at that time",NA,12.903,21.439,21.444,3,-99,2,3,2,40,1,2,3,3,5,2,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",4,79773,0,1,79773
2021-04-06 00:40:29,0,100,118,1,2021-04-06 00:42:28,"R_3mlO0GdhD2y4xAE","EN",1,1,1,1,-99,1,-99,-99,-99,"-99",4,-99,-99,-99,-99,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,4.465,15.985,22.458,6,1,"-99",2,"-99",2,"-99",3,"-99",3,"-99",3,"-99",-99,-99,1,-99,-99,-99,NA,"-99",-99,-99,1,-99,-99,-99,NA,"-99",NA,5.502,13.024,13.027,4,1,1,-99,1,37,4,1,3,3,4,2,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",4,644023,0,1,644023
2021-04-07 16:01:55,0,100,782,1,2021-04-07 16:14:58,"R_2qrUcX0l98PR8Qi","EN",1,-99,-99,1,-99,1,-99,-99,-99,"-99",2,3,4,4,60,2,1,-99,1,-99,-99,-99,-99,-99,"-99",1,-99,-99,-99,-99,-99,-99,"-99",NA,NA,NA,33.104,124.966,140.885,8,1,"-99",1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,10.882,127.714,129.352,9,1,1,2,2,25,4,2,3,3,6,8,"I have been living in this area in Virginia for more than 40 years and I haven't seen a tornado come close.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",16,919897,0,1,919897
2021-04-07 21:45:29,0,100,156,1,2021-04-07 21:48:06,"R_3m9v8l9G4DFt2fj","EN",1,-99,-99,-99,1,1,-99,-99,-99,"-99",2,4,4,4,60,3,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,-99,-99,-99,1,-99,"-99",NA,NA,NA,4.382,20.461,20.782,7,1,"-99",1,"-99",-99,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,11.508,16.508,17.059,3,1,2,2,2,64,2,2,4,4,5,8,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",96,779017,0,1,779017
2021-04-07 21:48:58,0,100,240,1,2021-04-07 21:52:59,"R_sXSbZg03o5jou6R","EN",1,-99,1,1,-99,1,-99,-99,-99,"-99",3,4,4,3,10,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,123.471,130.005,132.357,6,1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,8.531,14.098,21.337,3,2,1,3,1,36,2,2,3,3,5,5,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",96,546756,1,1,546756
2021-04-07 21:53:47,0,100,144,1,2021-04-07 21:56:12,"R_VWGTTeWPvw1B5Kh","EN",1,-99,1,1,-99,-99,-99,-99,-99,"-99",1,3,3,3,60,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,4.312,10.183,13.319,6,2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,8.556,15.836,23.106,4,2,1,1,1,14,3,2,4,4,5,3,"2AM-7AM-phone or city wide Alarm needed.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",32,615336,0,1,615336
2021-04-07 21:56:16,0,100,503,1,2021-04-07 22:04:40,"R_3CJmFKoN0lz7diS","EN",1,-99,1,1,-99,1,-99,-99,-99,"-99",4,4,4,4,30,2,1,-99,1,-99,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,8.694,15.212,15.941,6,1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,3.33,7.202,7.866,3,2,1,2,1,15,2,2,4,4,4,9,"We live in the mountains and rely on fire dept - for emergency info.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",16,721573,0,1,721573
2021-04-07 22:04:58,0,100,153,1,2021-04-07 22:07:32,"R_1dtpDbKPX76vAEi","EN",1,-99,-99,1,-99,1,-99,-99,1,"Tornado Sirens",3,4,4,4,20,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,4.341,13.444,14.645,6,1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,1,-99,-99,-99,-99,-99,"-99",-99,1,-99,-99,-99,-99,-99,"-99",NA,3.424,6.84,7.417,3,1,1,2,2,42,2,2,4,4,6,8,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",96,697159,0,1,697159
2021-04-08 06:14:15,0,100,305,1,2021-04-08 06:19:22,"R_0rHMsuit4Su94oV","EN",1,-99,-99,-99,-99,1,-99,-99,1,"Searcy Ark has a warning system that rotates on a pole around so it eventually points toward you so you can hear it",3,3,3,3,20,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,2.321,13.304,19.176,6,1,"-99",2,"-99",2,"-99",2,"-99",4,"-99",4,"-99",-99,1,-99,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,2.388,6.498,7.205,3,1,1,2,2,16,3,2,3,3,4,2,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",64,490783,0,1,490783
2021-04-08 06:20:27,0,100,179,1,2021-04-08 06:23:27,"R_UxYUGd1rfxk1XBT","EN",1,-99,1,1,-99,1,1,-99,-99,"-99",3,3,3,3,15,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,7.388,13.963,16.547,6,2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,4.468,17.74,17.745,5,1,1,-99,2,30,1,2,3,3,1,9,"I always watch my news & weather Evening or night Thats How I know when Bad weather Is coming my way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",240,383475,0,1,383475
2021-04-08 06:24:43,0,100,128,1,2021-04-08 06:26:52,"R_9YmmDSZB7QfUv8l","EN",1,1,-99,1,-99,-99,1,-99,-99,"-99",1,-99,4,-99,5,2,1,1,-99,-99,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,8.271,13.814,15.71,6,2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,9.819,12.163,12.168,3,-99,2,3,2,20,2,2,2,2,1,2,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",240,641704,1,1,641704
2021-04-09 01:37:59,0,100,379,1,2021-04-09 01:44:19,"R_3lRk350ZUGEgcDv","EN",1,-99,-99,-99,-99,1,-99,-99,-99,"-99",1,4,4,4,5,2,1,-99,-99,-99,-99,-99,-99,1,"Be preparped to take shelter by keeping an ear out for the loud roaring sound and then taking shelter",-99,-99,-99,-99,-99,-99,1,"Stay awake and Be preparped to take shelter by keeping an ear out for the loud roaring sound and then taking shelter",NA,NA,NA,30.924,47.9,49.352,7,6,"Be preparped to take shelter by keeping an ear out for the loud roaring sound and then taking shelter",6,"Be preparped to take shelter by keeping an ear out for the loud roaring sound and then taking shelter",6,"Be preparped to take shelter by keeping an ear out for the loud roaring sound and then taking shelter",6,"Be preparped to take shelter by keeping an ear out for the loud roaring sound and then taking shelter",6,"Be preparped to take shelter by keeping an ear out for the loud roaring sound and then taking shelter",6,"Be preparped to take shelter by keeping an ear out for the loud roaring sound and then taking shelter",-99,-99,-99,-99,-99,1,-99,"Be preparped to take shelter by keeping an ear out for the loud roaring sound and then taking shelter",-99,-99,-99,-99,-99,1,-99,"stay awake and Be preparped to take shelter by keeping an ear out for the loud roaring sound and then taking shelter",NA,54.889,74.9,77.362,3,2,1,2,2,60,2,2,4,4,6,5,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",96,737935,0,1,737935
2021-04-09 01:54:38,0,100,124,1,2021-04-09 01:56:43,"R_1H5WSFeXCG9Trpx","EN",1,-99,1,1,-99,1,1,-99,-99,"-99",-99,-99,-99,-99,-99,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,5.916,12.627,13.548,6,1,"-99",1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,4.239,7.454,8,3,1,1,2,2,15,6,2,3,3,6,2,"I have a concrete underground storm shelter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",16,686141,0,1,686141
2021-04-09 01:57:37,0,100,144,1,2021-04-09 02:00:02,"R_3splFpytaew378f","EN",1,-99,-99,1,-99,1,-99,-99,-99,"-99",4,4,4,4,60,1,1,-99,1,-99,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,11.782,17.765,23.839,7,2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",6,"lower level",-99,-99,-99,-99,-99,1,-99,"get hurricane kit",-99,-99,1,-99,-99,-99,-99,"-99",NA,3.161,8.512,9.006,3,1,2,3,1,15,1,2,4,4,6,9,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",16,711261,0,1,711261
2021-04-09 02:00:54,0,100,155,1,2021-04-09 02:03:30,"R_2wmknlTxolGDUoi","EN",1,1,1,-99,-99,1,-99,-99,-99,"-99",1,2,2,2,5,2,1,-99,-99,-99,1,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",-99,2,-99,7.585,16.904,17.233,7,1,"-99",1,"-99",1,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,11.196,14.443,15.219,3,1,1,1,2,54,3,2,4,4,6,6,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",16,44706,0,1,44706
2021-04-09 02:04:07,0,100,93,1,2021-04-09 02:05:41,"R_1LtaSnCS4Akg20s","EN",1,-99,1,1,-99,-99,1,-99,-99,"-99",2,4,1,3,-99,2,1,-99,1,-99,-99,-99,-99,-99,"-99",-99,1,-99,-99,-99,-99,-99,"-99",NA,NA,NA,5.527,10.79,11.63,6,2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,1.191,5.863,6.806,3,1,1,1,2,15,3,2,3,3,4,4,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",32,335742,0,1,335742
