StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID46,F1,State,HI,ENG_1,ENG_2,QUAL,A1_1,A1_2,A1_3,A1_4,A1_5,A1_6,A1_7,A1_9,A1_8,A1_8_TEXT,A2_1,A2_2,A2_3,A2_4,A3,B1,B2,B3,B3_7_TEXT,B4,B5,C1,C1_7_TEXT,C2,C2_7_TEXT,C3,C3_7_TEXT,C4,C5,C5_8_TEXT,C6_2,C6_3,C6_4,C6_5,C6_6,C6_1,C6_8,C6_7,C6_7_TEXT,C7_1,C7_2,C7_3,C7_4,C7_5,C7_6,T_C7_First Click,T_C7_Last Click,T_C7_Page Submit,T_C7_Click Count,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,T_C8_First Click,T_C8_Last Click,T_C8_Page Submit,T_C8_Click Count,D1,D1_6_TEXT,D2_1,D2_2,D2_3,D2_10,D2_11,D2_12,T_D2_First Click,T_D2_Last Click,T_D2_Page Submit,T_D2_Click Count,D4_1,D4_2,D4_3,D4_10,D4_11,D4_12,T_D4_First Click,T_D4_Last Click,T_D4_Page Submit,T_D4_Click Count,T_E1_First Click,T_E1_Last Click,T_E1_Page Submit,T_E1_Click Count,E1,E2,E3_1,E1_N,E1_Y,F2_1,F3,F4,F5,F6_2,F6_1,F6_3,F6_5,F6_4,F6_6,F7,F8,F9,D2-1,D2-1_6_TEXT,D2-2,D2-2_6_TEXT,D2-3,D2-3_6_TEXT,D2-4,D2-4_6_TEXT,D2-5,D2-5_6_TEXT,D2-6,D2-6_6_TEXT,D3-1,D3-1_6_TEXT,D3-2,D3-2_6_TEXT,D3-3,D3-3_6_TEXT,D3-4,D3-4_6_TEXT,D3-5,D3-5_6_TEXT,D3-6,D3-6_6_TEXT,Q88_1,Q88_2,Q88_3,Q88_4,Q88_5,Q88_6,Q90,Q90_4_TEXT,Q92_1,Q92_2,Q92_3,Q92_4,Q92_5,Q92_6,Q94,Q94_4_TEXT,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D3,D3_4_TEXT,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D5,D5_4_TEXT,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,D3,D3_4_TEXT,D5,D5_4_TEXT,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,opp,rid,RISN,PID,psid,rnid,study,K2,med,Q_Language,QPMID,UserAgent,cintid,ProjectToken,gc,term,group,Bid,Price,LS
7/17/2020 19:07,7/17/2020 19:15,0,100,532,1,7/17/2020 19:15,R_2wQClhJyW1i9HKL,anonymous,EN,1,1,45,2,4,4,1,0,0,1,1,0,1,1,0,0,-99,2,4,4,4,15,2,17,9,-99,5,1,3,-99,3,-99,3,-99,,,,0,1,0,0,0,0,0,0,-99,5,5,1,1,1,1,1.61,63.944,64.796,16,5,1,1,1,1,1,5.368,15.266,15.321,11,2,-99,1,2,2,3,3,3,4.808,22.989,23.834,12,1,1,2,2,3,3,1.841,12.423,13.274,11,1.72,77.023,78.421,19,1,2,3,I think in the moment if you were under a tornado and you weren’t in eminent threat then regardless of what any new site says it wouldn’t matter you would know that you had to take shelter and that there’s no questions about it but also I live in an area that is a highly affected through tornadoes so it’s not a huge concern of mine and it seems like every precautionary step that is not technically endangering my life right now,,74,4,4,4,1,0,0,0,0,0,4,8,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f124b37-04f0-f47c-7b58-08268e66412b,7917677,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,1,,2,4,96,118
7/17/2020 19:10,7/17/2020 19:30,0,100,1214,1,7/17/2020 19:30,R_1ohBUBrFuMDp8AH,anonymous,ES,1,1,10,1,3,3,1,0,0,1,1,1,0,1,0,0,-99,3,3,3,3,15,1,6,1,-99,4,1,7,Buscaria información y me refugiarnos,6,-99,1,-99,,,,0,1,0,1,0,0,0,0,-99,1,1,1,1,1,1,12.74,50.638,52.133,11,1,1,1,1,4,4,13.603,66.862,67.366,14,3,-99,3,3,3,3,3,4,3.644,46.65,47.657,11,4,4,4,4,4,4,9.554,19.933,21.073,10,8.731,136.253,137.489,20,2,2,4,,"Puedo gastar 32 dólares en cualquier cosa tonta, y es un solo pago anual de algo que probablemente  me afecte a mi o a mis familiares y ademas anualmente se presentan muchas de estas catastrofes  en las que muchas personas pierden la vida y pasa bastante asi que si se debe invertir en algo que significa seguridad y salvar vdas pues debería ser aceptado",70,4,4,2,0,0,0,0,0,1,3,9,"Gracias por darle parte a la sociedad de elegir en que se pueden usar sus impuestos, esto es un tema de suma importancia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f124bb7-bc49-b1b8-4b81-d2d859ff508f,7981869,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 8.0.0; moto e5 play Build/OCPS27.91-150-9; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 TapResearch Multi Window",,,1,,2,2,32,275
7/17/2020 19:23,7/17/2020 19:33,0,100,612,1,7/17/2020 19:33,R_0qg91LAdmltbq0N,anonymous,EN,1,2,44,2,4,4,1,0,0,1,0,0,0,0,0,0,-99,1,4,4,4,15,2,3,10,-99,,1,3,-99,3,-99,1,-99,,,,0,0,0,1,0,0,0,0,-99,5,5,5,5,1,1,38.514,63.737,65.55,6,5,5,5,1,1,1,19.687,31.168,33.102,6,3,-99,1,1,1,2,3,3,16.117,28.803,30.48,6,2,2,2,2,3,3,17.308,29.829,31.577,6,44.418,86.898,91.702,8,1,1,3,I can't afford another $240 a year.,,33,1,1,0,0,0,0,1,0,0,3,2,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f124ef5-ba8b-845a-275a-5f44f1c6ed89,7917677,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (iPad; CPU OS 9_3_6 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G37 Safari/601.1",,,1,,2,5,240,118
7/17/2020 19:32,7/17/2020 19:35,0,100,214,1,7/17/2020 19:35,R_1MLrtE1dydrtX6a,anonymous,ES,1,,10,1,1,1,1,0,0,0,0,0,0,1,0,0,-99,1,1,1,1,4,2,3,9,-99,4,1,2,-99,3,-99,1,-99,,,,1,0,0,0,0,0,0,0,-99,5,5,2,3,2,2,1.236,12.171,13.641,12,5,3,2,3,1,-99,1.093,17.455,17.53,11,1,-99,2,2,2,3,3,2,31.872,38.266,38.868,10,2,2,3,2,2,3,4.139,9.135,10.09,8,0.829,9.1,9.651,10,2,2,5,,Nada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f125107-43c3-702a-80d3-49db22b1749b,7981869,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 8.1.0; LM-X210(G) Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36",,,2,e1_timing,1,3,64,
7/17/2020 19:36,7/17/2020 19:37,0,100,29,1,7/17/2020 19:37,R_1NfE1TOsG19Czy2,anonymous,EN,1,,5,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f125202-56fa-4feb-38d3-9a0f59424c71,7981869,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (Linux; Android 9; SM-A205U Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 TapResearch Multi Window",,,2,state,,,,
7/17/2020 19:45,7/17/2020 19:46,0,100,30,1,7/17/2020 19:46,R_BtuTJ1Kwe7EZgkx,anonymous,EN,1,,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f125403-de34-901c-c63a-033ac6061b51,7917677,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,2,state,,,,
7/17/2020 19:56,7/17/2020 19:56,0,100,5,1,7/17/2020 19:56,R_1eF61OzfBnK2KjZ,anonymous,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f1256a5-3f87-318b-990b-c9f6add5270e,7981869,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 9; SM-A205U Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.89 Mobile Safari/537.36 TapResearch Multi Window",,,2,consent,,,,
7/17/2020 20:09,7/17/2020 20:10,0,100,6,1,7/17/2020 20:10,R_1K8DRnW48Flq2kg,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f1259c1-09ef-4b40-42e6-6d199ad01528,7917677,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,2,consent,,,,
7/17/2020 20:07,7/17/2020 20:11,0,100,253,1,7/17/2020 20:11,R_1outFhG7kHiAyxt,anonymous,EN,1,,45,2,3,3,1,0,1,1,0,1,1,1,0,0,-99,4,4,4,3,50,1,4,2,-99,4,1,3,-99,3,-99,4,-99,,,,1,1,1,1,1,0,0,0,-99,2,2,3,3,2,1,1.032,14.59,15.432,8,1,2,3,3,1,2,1.384,13.427,14.377,9,3,-99,4,5,2,4,4,3,0.922,10.161,11.089,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f125936-484a-1e69-f37c-bc51846995f2,7917677,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (Linux; Android 8.1.0; A3_Pro Build/O11019; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.3440.91 Mobile Safari/537.36",,,2,d2_timing,2,2,,
7/17/2020 20:12,7/17/2020 20:13,0,100,24,1,7/17/2020 20:13,R_2WMhDGT5ilDfUn2,anonymous,EN,1,,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f125a54-1b95-24a5-f343-d811662d6ae2,7917677,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,2,state,,,,
7/17/2020 20:14,7/17/2020 20:16,0,100,145,1,7/17/2020 20:16,R_VQr2Xhen7c2vqh3,anonymous,EN,1,,10,1,1,2,1,0,0,0,0,0,0,1,0,0,-99,1,2,1,1,3,1,2,8,-99,4,1,1,-99,2,-99,1,-99,,,,0,0,0,0,0,1,0,0,-99,5,1,1,2,1,5,2.239,9.405,10.777,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f125afa-5280-1cc6-c811-0271e24acd7b,7917677,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,2,c7_timing,1,2,,
7/17/2020 20:28,7/17/2020 20:28,0,100,8,1,7/17/2020 20:28,R_3CDEtMUeuvfLwVA,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f125e1b-29e2-b35a-a371-83140b5cb268,7917677,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92",,,2,consent,,,,
7/17/2020 20:33,7/17/2020 20:33,0,100,10,1,7/17/2020 20:33,R_1jjMZcrwRWvYdoa,anonymous,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f125f27-c8be-6227-b0d1-1506d2452c03,7981869,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 10; LM-X320 Build/QKQ1.200308.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 TapResearch Multi Window",,,2,consent,,,,
7/17/2020 20:22,7/17/2020 20:34,0,100,679,1,7/17/2020 20:34,R_PSTNMOeBgFVw1uV,anonymous,ES,1,,10,1,4,4,1,0,1,1,1,0,1,1,0,0,-99,2,3,4,3,50,2,6,8,-99,5,1,3,-99,3,-99,4,-99,,,,1,1,1,1,0,0,0,0,-99,2,1,1,2,2,1,14.267,34.022,35.254,11,1,2,2,2,2,2,13.693,38.597,39.894,10,3,-99,4,3,3,3,4,3,6.073,12.35,13.244,9,3,3,3,4,3,4,1.871,17.561,18.572,10,2.951,24.375,25.345,12,2,2,3,,More security for My family and me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f125ce4-b2a9-f5e7-2334-68e9307edf90,7974229,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 8.1.0; Z6400C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.89 Mobile Safari/537.36",,,2,e1_timing,2,4,96,
7/17/2020 20:31,7/17/2020 20:39,0,100,438,1,7/17/2020 20:39,R_2uBtnsd9tCxJu7i,anonymous,EN,1,,14,2,4,4,1,0,0,0,0,0,1,0,0,0,-99,1,3,2,4,3,1,3,8,-99,5,3,3,-99,1,-99,6,-99,,,,0,0,0,0,1,0,0,0,-99,2,1,3,1,3,2,1.541,109.611,110.559,12,5,2,1,3,2,2,0.996,7.345,8.339,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f125f07-41d6-006d-1be3-cf95c0af180c,7917677,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,2,c8_timing,2,4,,
7/17/2020 20:40,7/17/2020 20:40,0,100,4,1,7/17/2020 20:40,R_1mRD5Ap2bxU1YnO,anonymous,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f1260da-983a-41c4-9ccc-8c9b1cce4211,7981869,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,2,consent,,,,
7/17/2020 20:41,7/17/2020 20:42,0,100,35,1,7/17/2020 20:42,R_1llNuXTNOqBKqtg,anonymous,EN,1,,5,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f126144-d485-141a-496a-6666904fc7e8,7917677,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (Linux; Android 9; SM-G950F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.116 Mobile Safari/537.36",,,2,state,,,,
7/17/2020 20:47,7/17/2020 20:48,0,100,19,1,7/17/2020 20:48,R_3gLDpDHYANbQEHk,anonymous,EN,1,,7,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f126298-c5b6-514c-3529-86e7c60a40d9,7917677,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,2,state,,,,
7/17/2020 20:43,7/17/2020 20:52,0,100,542,1,7/17/2020 20:52,R_3jVQem9JIM8Z9XZ,anonymous,ES,1,,45,1,3,3,1,0,0,0,0,0,1,0,0,0,-99,2,2,3,3,30,1,2,1,-99,5,1,3,-99,3,-99,1,-99,,,,0,1,1,1,0,0,0,0,-99,1,1,1,1,1,1,11.861,23.743,25.299,10,1,1,1,1,1,1,37.088,46.903,49.001,9,4,-99,3,3,3,3,3,3,2.402,107.707,109.44,10,2,2,2,3,3,3,10,54.674,56.022,10,1.852,44.65,45.75,14,1,1,3,"En la zona donde vivo no es propensa a tornados, aunque ciudades cercanas si lo son",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f1261ab-8a8a-b964-1f64-94e5479273a9,7981869,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1",,,2,e1_timing,2,3,64,
7/17/2020 21:00,7/17/2020 21:01,0,100,5,1,7/17/2020 21:01,R_vHUtdYiJfzFU2E9,anonymous,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f1265e3-92e8-3d04-478c-bff36791c2b7,7981869,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,2,consent,,,,
7/17/2020 21:02,7/17/2020 21:02,0,100,26,1,7/17/2020 21:02,R_3NHVL1wUpPOJiyY,anonymous,EN,1,,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f1265f1-c872-cc65-44f1-7b83ac87a001,7917677,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,2,state,,,,
7/17/2020 21:02,7/17/2020 21:03,0,100,26,1,7/17/2020 21:03,R_2QoojRM1ykEfub1,anonymous,EN,1,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f126620-baf4-0e2e-ca4e-1ad2b8d0702b,7917677,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,2,state,,,,
7/17/2020 20:56,7/17/2020 21:05,0,100,509,1,7/17/2020 21:05,R_24x8H0E7bhrvGa1,anonymous,ES,1,,45,1,3,3,1,0,0,1,0,0,1,0,0,0,-99,2,2,2,2,25,1,1,1,-99,5,1,5,-99,5,-99,6,-99,,,,1,1,1,0,0,0,0,0,-99,5,1,1,2,2,2,17.927,80.822,87.654,17,5,1,1,2,2,2,8.82,17.957,18.892,10,5,-99,1,2,3,3,4,4,7.253,19.801,20.657,15,1,2,2,3,4,4,2.758,8.825,9.97,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f1264e9-7682-6d1b-e086-e37a436f46f4,7981869,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G935P) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/11.1 Chrome/75.0.3770.143 Mobile Safari/537.36",,,2,d4_timing,2,1,,
7/17/2020 21:09,7/17/2020 21:09,0,100,14,1,7/17/2020 21:09,R_stEN1Ld71CjsxQ5,anonymous,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f126774-f3f6-21df-df66-7a6a233822be,7981869,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,2,consent,,,,
7/17/2020 21:11,7/17/2020 21:11,0,100,16,1,7/17/2020 21:11,R_3svRulAmKu7aKTb,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f126826-0cc1-b813-6b62-2048b7ac130f,7917677,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,2,consent,,,,
7/17/2020 21:02,7/17/2020 21:14,0,100,734,1,7/17/2020 21:14,R_1mJhDBcP4u0nDsl,anonymous,ES,1,,45,1,2,2,1,0,0,0,0,0,1,0,0,0,-99,4,3,2,2,30,5,3,6,-99,,1,4,-99,3,-99,4,-99,10,7,-99,0,1,1,0,1,0,0,0,-99,3,2,2,1,1,2,63.877,112.481,114.471,13,5,4,3,3,2,1,6.277,29.515,30.709,12,4,-99,1,4,4,4,4,3,22.162,46.344,47.502,11,1,5,5,4,4,3,3.523,17.037,18.378,10,8.033,48.356,48.806,5,2,1,5,,Para estar prevenidos a mi familia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f126635-a01d-7a30-41c6-1324a4ab93e7,7981869,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1",,,2,e1_timing,1,4,96,
